Location,ID,PANEL_clean_short,TWAS.Z,TWAS.P,COLOC.PP0,COLOC.PP1,COLOC.PP2,COLOC.PP3,COLOC.PP4,Low_PP3_0.2,Colocalised
chr15:43955852-43976537,AC011330.5,GTEx Amygdal...,5.0292,4.93e-07,0.001,0.009,0.016,0.117,0.857,Yes,Yes
chr15:43955852-43976537,AC011330.5,GTEx Caudate...,4.883,1.04e-06,0.016,0.009,0.194,0.106,0.676,Yes,No
chr15:43955852-43976537,AC011330.5,GTEx Cerebel...,5.28993,1.22e-07,0,0.009,0,0.109,0.882,Yes,Yes
chr15:43955852-43976537,AC011330.5,GTEx Cortex,5.0025,5.66e-07,0.003,0.01,0.037,0.126,0.824,Yes,Yes
chr15:43955852-43976537,AC011330.5,GTEx Hypotha...,5.00463,5.6e-07,0.035,0.004,0.442,0.051,0.467,Yes,No
chr15:43955852-43976537,AC011330.5,GTEx Nucleus...,4.88749,1.02e-06,0.002,0.009,0.024,0.114,0.851,Yes,Yes
chr15:43991686-44010016,STRCP1,GTEx Adrenal...,-5.098,3.43e-07,0.051,0.002,0.637,0.021,0.29,Yes,No
chr15:43991686-44010016,STRCP1,GTEx Thyroid,-4.94831,7.49e-07,0,0.008,0,0.096,0.896,Yes,Yes
chr15:44019116-44039292,CATSPER2P1,GTEx Pituita...,-5.22264,1.76e-07,0.015,0.006,0.189,0.078,0.711,Yes,No
chr15:44038590-44065477,PDIA3,GTEx Cerebel...,4.875,1.09e-06,0.064,0.002,0.805,0.021,0.108,Yes,No
chr15:44065502-44069741,ELL3,GTEx Cerebel...,5.4175,6.04e-08,0.042,0.007,0.526,0.083,0.343,Yes,No
chr15:44119161-44160617,WDR76,PsychENCODE,-4.864,1.15e-06,0,0.012,0,0.097,0.891,Yes,Yes
chr15:63796793-63886839,USP3,PsychENCODE,6.81995,9.11e-12,0,0,0.061,0.829,0.11,No,No
chr15:74032140-74043816,C15orf59,CMC DLPFC Sp...,6.73884,1.6e-11,0,0,0,0.717,0.283,No,No
chr15:74032140-74043816,C15orf59,CMC DLPFC Sp...,-6.45045,1.12e-10,0,0,0,0.979,0.021,No,No
chr15:74032141-74045088,C15orf59,GTEx Cortex,-6.2314,4.62e-10,0,0,0.221,0.418,0.361,No,No
chr15:74060555-74061978,RP11-8P11.3,GTEx ACC ,6.259,3.87e-10,0,0,0.785,0.086,0.128,Yes,No
chr15:74200424-74220589,LOXL1-AS1,PsychENCODE,-5.83961,5.23e-09,0,0,0,1,0,No,No
chr15:74200424-74220589,LOXL1-AS1,GTEx Thyroid,-6.24361,4.28e-10,0,0,0.01,0.963,0.027,No,No
chr15:74200424-74220589,LOXL1-AS1,GTEx Whole B...,-6.51721,7.16e-11,0,0,0.041,0.007,0.952,Yes,Yes
chr15:88419987-88799962,NTRK3,CMC DLPFC Sp...,5.76072,8.38e-09,0,0,0.001,0.008,0.992,Yes,Yes
chr15:91411822-91426688,FURIN,PsychENCODE,-9.2453,2.35e-20,0,0,0,0.001,0.999,Yes,Yes
chr15:91411822-91426688,FURIN,YFS Blood,6.809,9.83e-12,0,0,0,0.001,0.999,Yes,Yes
chr15:91411884-91426687,FURIN,CMC DLPFC,-11.512,1.15e-30,0,0,0,0,1,Yes,Yes
chr15:91426925-91439006,FES,GTEx Adrenal...,4.9528,7.32e-07,0,0,0.59,0.075,0.335,Yes,No
chr15:91426925-91439006,FES,GTEx Thyroid,5.82602,5.68e-09,0,0,0,1,0,No,No
chr15:91426925-91439006,FES,GTEx Whole B...,5.30419,1.13e-07,0,0,0.06,0.926,0.014,No,No
chr15:91426925-91439006,FES,YFS Blood,5.692,1.26e-08,0,0,0,1,0,No,No
chr15:91541646-91565833,VPS33B,YFS Blood,-4.932,8.14e-07,0,0,0,1,0,No,No
chr16:21608539-21668794,METTL9,GTEx Whole B...,-5.74548,9.17e-09,0,0,0,0.264,0.736,No,No
chr16:21638063-21638723,CTB-31N19.3,GTEx Whole B...,-6.32468,2.54e-10,0,0,0,0.004,0.996,Yes,Yes
chr16:21651924-21663981,IGSF6,NTR Blood,-6.4328,1.25e-10,0,0,0.418,0.548,0.034,No,No
chr16:21689834-21772050,OTOA,CMC DLPFC,5.0533,4.34e-07,0,0,0.463,0.523,0.014,No,No
chr16:21995186-22012433,PDZD9,GTEx Hypotha...,-5.5747,2.48e-08,0,0,0.935,0.014,0.05,Yes,No
chr16:30036024-30064299,FAM57B,GTEx Adrenal...,5.5244,3.31e-08,0.48,0.039,0.34,0.028,0.113,Yes,No
chr16:51796430-51807084,RP11-7O14.1,GTEx Thyroid,5.22914,1.7e-07,0.003,0.18,0.009,0.482,0.325,No,No
chr16:56395363-56459450,AMFR,CMC DLPFC,5.554,2.79e-08,0,0,0,0.822,0.178,No,No
chr16:56395364-56459450,AMFR,YFS Blood,-5.2503,1.52e-07,0,0,0,0.992,0.008,No,No
chr16:56485402-56513012,OGFOD1,GTEx Whole B...,5.208,1.91e-07,0,0,0.014,0.953,0.033,No,No
chr16:56500748-56554195,BBS2,GTEx Cerebel...,4.9351,8.01e-07,0,0,0,0.194,0.806,Yes,Yes
chr16:69373571-69377014,NIP7,GTEx Cerebel...,-5.9773,2.27e-09,0.004,0,0.582,0.056,0.357,Yes,No
chr16:69598997-69738569,NFAT5,GTEx Thyroid,5.61505,1.97e-08,0,0,0,0.009,0.991,Yes,Yes
chr16:69740899-69760854,NQO1,GTEx Nucleus...,-5.218,1.81e-07,0.006,0,0.876,0.026,0.091,Yes,No
chr16:70286198-70323446,AARS,GTEx Amygdal...,5.218,1.81e-07,0.063,0.001,0.687,0.013,0.236,Yes,No
chr16:71499845-71598992,ZNF19,GTEx Adrenal...,5.376,7.62e-08,0.001,0.001,0.175,0.151,0.672,Yes,No
chr16:71660055-71675868,MARVELD3,CMC DLPFC,-4.9892,6.06e-07,0,0.004,0,0.978,0.019,No,No
chr16:71660064-71676017,MARVELD3,GTEx Hypotha...,-4.9697,6.7e-07,0.002,0,0.454,0.081,0.463,Yes,No
chr16:71660064-71676017,MARVELD3,PsychENCODE,-5.20993,1.89e-07,0,0,0,1,0,No,No
chr16:71762913-71843104,AP1G1,PsychENCODE,-5.51198,3.55e-08,0,0,0,1,0,No,No
chr16:71919136-71962913,IST1,GTEx Adrenal...,-5.129,2.91e-07,0,0,0.81,0.149,0.041,Yes,No
chr16:71919136-71962913,IST1,GTEx Thyroid,-5.42,5.96e-08,0,0,0.877,0.083,0.04,Yes,No
chr16:71928322-71962906,KIAA0174,NTR Blood,-5.371,7.83e-08,0,0,0.077,0.817,0.106,No,No
chr16:71963441-72033877,PKD1L3,GTEx Pituita...,-5.0374,4.72e-07,0,0,0.712,0.208,0.08,No,No
chr16:72146056-72210777,PMFBP1,PsychENCODE,-6.27895,3.41e-10,0,0,0.072,0.028,0.9,Yes,Yes
chr17:7743222-7758114,KDM6B,PsychENCODE,-5.270507,1.36e-07,0,0.001,0.002,0.981,0.016,No,No
chr17:8062467-8066864,VAMP2,GTEx Caudate...,5.178,2.24e-07,0.001,0,0.61,0.259,0.131,No,No
chr17:8062467-8066864,VAMP2,GTEx Substan...,5.641,1.69e-08,0.001,0,0.849,0.035,0.115,Yes,No
chr17:8062467-8066864,VAMP2,GTEx Pituita...,5.178,2.24e-07,0,0.001,0.138,0.606,0.255,No,No
chr17:8128139-8128798,RP11-849F2.8,GTEx Hippoca...,4.998,5.79e-07,0.001,0,0.665,0.06,0.274,Yes,No
chr17:8128139-8128798,RP11-849F2.8,GTEx Thyroid,5.259254,1.45e-07,0,0,0,0.301,0.699,No,No
chr17:8128139-8128798,RP11-849F2.8,GTEx Whole B...,5.39601,6.81e-08,0,0,0,0.21,0.789,No,No
chr17:8130191-8151362,CTC1,GTEx Whole B...,5.2953,1.19e-07,0,0,0,0.219,0.781,No,No
chr17:27400527-27507407,MYO18A,CMC DLPFC Sp...,5.044,4.56e-07,0,0.005,0,0.035,0.959,Yes,Yes
chr17:27400527-27507407,MYO18A,CMC DLPFC Sp...,4.99144,5.99e-07,0,0.03,0.003,0.204,0.763,No,No
chr17:27400527-27507407,MYO18A,CMC DLPFC Sp...,5.044,4.56e-07,0,0.005,0,0.035,0.959,Yes,Yes
chr17:27401933-27405875,TIAF1,GTEx ACC ,-4.9714,6.65e-07,0.01,0.004,0.067,0.029,0.89,Yes,Yes
chr17:27401933-27405875,TIAF1,GTEx Caudate...,-5.034,4.8e-07,0.029,0.005,0.193,0.031,0.742,Yes,No
chr17:27401933-27405875,TIAF1,GTEx Cerebel...,-5.113,3.17e-07,0,0.004,0,0.025,0.971,Yes,Yes
chr17:27401933-27405875,TIAF1,GTEx Frontal...,-5.034,4.8e-07,0.025,0.005,0.17,0.032,0.768,Yes,No
chr17:27401933-27405875,TIAF1,GTEx Hippoca...,-5.381,7.41e-08,0.001,0.004,0.004,0.028,0.963,Yes,Yes
chr17:27401933-27405875,TIAF1,GTEx Hypotha...,-5.108,3.26e-07,0.046,0.003,0.307,0.021,0.623,Yes,No
chr17:27401933-27405875,TIAF1,GTEx Nucleus...,-5.06,4.19e-07,0.009,0.005,0.059,0.031,0.896,Yes,Yes
chr17:27401933-27405875,TIAF1,GTEx Putamen...,-5.108,3.26e-07,0.012,0.004,0.084,0.024,0.875,Yes,Yes
chr17:32258151-32263225,RP11-17M24.1,PsychENCODE,-5.257886,1.46e-07,0,0.438,0,0.016,0.547,Yes,No
chr17:38218445-38250120,THRA,CMC DLPFC Sp...,5.59831,2.16e-08,0,0,0,0,1,Yes,Yes
chr17:38218445-38250120,THRA,CMC DLPFC Sp...,-5.015,5.3e-07,0,0.006,0,0.02,0.974,Yes,Yes
chr17:44839872-44910424,WNT3,GTEx Cortex,4.8373,1.32e-06,0.142,0.198,0.02,0.028,0.611,Yes,No
chr17:44839872-44910424,WNT3,GTEx Nucleus...,4.9118,9.02e-07,0.736,0.069,0.105,0.01,0.079,Yes,No
chr17:45380832-45395986,RP11-290H9.4,GTEx Cerebel...,5.5728,2.51e-08,0.043,0.003,0.642,0.049,0.262,Yes,No
chr17:45400656-45518678,EFCAB13,GTEx Amygdal...,-4.847,1.25e-06,0.055,0.002,0.814,0.028,0.101,Yes,No
chr17:45527934-45569858,MRPL45P2,GTEx Adrenal...,-5.139,2.76e-07,0,0.003,0,0.048,0.948,Yes,Yes
chr17:45527934-45569858,MRPL45P2,GTEx Hippoca...,-4.935,8.02e-07,0.05,0.002,0.747,0.033,0.168,Yes,No
chr17:45527934-45569858,MRPL45P2,GTEx Whole B...,-4.99479,5.89e-07,0,0.002,0,0.025,0.973,Yes,Yes
chr17:45600308-45700642,NPEPPS,GTEx Amygdal...,4.92942,8.25e-07,0.007,0.002,0.109,0.035,0.846,Yes,Yes
chr17:45600308-45700642,NPEPPS,GTEx Cortex,5.8214,5.84e-09,0.009,0.002,0.135,0.027,0.827,Yes,Yes
chr17:45600322-45700642,NPEPPS,CMC DLPFC Sp...,-5.172,2.32e-07,0.017,0.002,0.255,0.033,0.693,Yes,No
chr17:45726842-45762871,KPNB1,PsychENCODE,5.349788,8.81e-08,0,0.005,0,0.512,0.483,No,No
chr17:45726842-45762871,KPNB1,YFS Blood,-5.122,3.02e-07,0.002,0.003,0.03,0.052,0.912,Yes,Yes
chr17:45900490-45908896,MRPL10,NTR Blood,4.985,6.2e-07,0,0.007,0,0.102,0.891,Yes,Yes
chr17:45900638-45908900,MRPL10,GTEx Whole B...,6.18041,6.39e-10,0.002,0.011,0.026,0.164,0.797,Yes,No
chr17:46147414-46178883,CBX1,GTEx Whole B...,-4.83471,1.33e-06,0.005,0.001,0.778,0.115,0.101,Yes,No
chr17:57187307-57232800,SKA2,CMC DLPFC Sp...,4.98623,6.16e-07,0.017,0.002,0.724,0.095,0.162,Yes,No
chr17:57297828-57353328,GDPD1,GTEx Thyroid,5.189,2.11e-07,0,0.002,0.002,0.09,0.906,Yes,Yes
chr17:57784862-57917952,VMP1,CMC DLPFC Sp...,-4.86305,1.16e-06,0.021,0.024,0.127,0.146,0.682,Yes,No
chr17:57970447-58027925,RPS6KB1,GTEx Whole B...,5.37901,7.49e-08,0.051,0.04,0.052,0.04,0.817,Yes,Yes
chr17:58029601-58042122,RNFT1,GTEx Thyroid,-5.222671,1.76e-07,0,0.016,0,0.016,0.968,Yes,Yes
chr17:58042193-58074333,RP11-178C3.2,GTEx Adrenal...,5.12417,2.99e-07,0.221,0.024,0.222,0.023,0.511,Yes,No
chr17:65821640-65980494,BPTF,GTEx Cerebel...,-4.852,1.22e-06,0,0,0.928,0.024,0.048,Yes,No
chr17:65821640-65980494,BPTF,GTEx Cerebel...,-5.355,8.56e-08,0,0,0.431,0.548,0.022,No,No
chr17:65987217-65989765,C17orf58,PsychENCODE,6.177,6.53e-10,0,0,0,0.941,0.059,No,No
chr17:65989996-65992547,RP11-855A2.5,PsychENCODE,-5.472768,4.43e-08,0,0,0.653,0.141,0.205,Yes,No
chr17:66031635-66042958,KPNA2,GTEx Caudate...,-6.4923,8.46e-11,0,0,0.215,0.034,0.751,Yes,No
chr17:66031635-66042958,KPNA2,GTEx Cortex,-7.025,2.14e-12,0,0,0.412,0.014,0.574,Yes,No
chr17:66031635-66042958,KPNA2,PsychENCODE,-5.133531,2.84e-07,0,0,0,0.977,0.023,No,No
chr17:66031635-66042958,KPNA2,YFS Blood,-5.355,8.56e-08,0,0,0.684,0.303,0.013,No,No
chr17:79993012-79995608,DCXR,GTEx Adrenal...,5.1804,2.21e-07,0,0.006,0,0.002,0.993,Yes,Yes
chr17:79993012-79995608,DCXR,GTEx Cerebel...,5.16,2.47e-07,0.002,0.003,0.001,0,0.994,Yes,Yes
chr17:79993012-79995608,DCXR,GTEx Cerebel...,5.16,2.47e-07,0,0.003,0,0,0.996,Yes,Yes
chr17:79993012-79995608,DCXR,PsychENCODE,5.379802,7.46e-08,0,0.033,0.003,0.783,0.182,No,No
chr17:79993012-79995608,DCXR,GTEx Thyroid,5.245261,1.56e-07,0,0.003,0,0,0.996,Yes,Yes
chr17:79993012-79995608,DCXR,GTEx Whole B...,5.16,2.47e-07,0,0.003,0,0,0.997,Yes,Yes
chr17:79993756-79995573,DCXR,CMC DLPFC Sp...,-5.36155,8.25e-08,0,0.004,0,0.001,0.996,Yes,Yes
chr17:80278900-80291950,SECTM1,GTEx Whole B...,4.87851,1.07e-06,0.33,0.347,0.153,0.161,0.009,Yes,No
chr18:21083433-21111771,C18orf8,CMC DLPFC,6.53219,6.48e-11,0,0,0,0.031,0.969,Yes,Yes
chr18:21083473-21110576,C18orf8,GTEx ACC ,5.495,3.91e-08,0,0,0.303,0.271,0.426,No,No
chr18:21083473-21110576,C18orf8,GTEx Cerebel...,6.0783,1.21e-09,0,0,0,0.019,0.981,Yes,Yes
chr18:21083473-21110576,C18orf8,GTEx Cerebel...,6.1292,8.83e-10,0,0,0,0.022,0.978,Yes,Yes
chr18:21083473-21110576,C18orf8,GTEx Cortex,6.217,5.07e-10,0,0,0.044,0.009,0.947,Yes,Yes
chr18:21083473-21110576,C18orf8,GTEx Frontal...,4.87171,1.11e-06,0,0,0,0.022,0.978,Yes,Yes
chr18:21083473-21111746,C18orf8,PsychENCODE,6.445297,1.15e-10,0,0,0,0.107,0.892,Yes,Yes
chr18:21083473-21110576,C18orf8,GTEx Whole B...,6.3938,1.62e-10,0,0,0,0.017,0.983,Yes,Yes
chr18:21086148-21166862,NPC1,GTEx Caudate...,5.8262,5.67e-09,0,0,0.081,0.05,0.869,Yes,Yes
chr18:21086148-21166862,NPC1,GTEx Cerebel...,5.6695,1.43e-08,0,0,0,0.059,0.941,Yes,Yes
chr18:21086148-21166862,NPC1,GTEx Cerebel...,6.0689,1.29e-09,0,0,0.001,0.041,0.958,Yes,Yes
chr18:21086148-21166862,NPC1,GTEx Cortex,5.495,3.91e-08,0.001,0,0.806,0.069,0.124,Yes,No
chr18:21086148-21166862,NPC1,PsychENCODE,5.636281,1.74e-08,0,0,0,0.021,0.979,Yes,Yes
chr18:21086148-21166862,NPC1,GTEx Thyroid,5.392,6.97e-08,0,0,0,0.089,0.91,Yes,Yes
chr18:21111462-21166581,NPC1,CMC DLPFC,5.59702,2.18e-08,0,0,0,0.018,0.982,Yes,Yes
chr18:21111462-21166581,NPC1,CMC DLPFC Sp...,5.484,4.16e-08,0,0,0.023,0.403,0.573,No,No
chr18:31158540-31327399,ASXL3,CMC DLPFC Sp...,5.0263,5e-07,0,0,0,0.998,0.002,No,No
chr18:31158540-31327399,ASXL3,CMC DLPFC Sp...,-4.9717,6.64e-07,0,0,0,0.998,0.002,No,No
chr18:31158540-31327399,ASXL3,CMC DLPFC Sp...,5.7891,7.08e-09,0,0,0,0.996,0.004,No,No
chr18:31158540-31327399,ASXL3,CMC DLPFC Sp...,6.006,1.9e-09,0,0,0.002,0.986,0.012,No,No
chr18:39047395-39212149,RP11-142I20.1,GTEx Thyroid,6.5689,5.07e-11,0,0,0,0.886,0.114,No,No
chr18:49866541-51062273,DCC,CMC DLPFC,8.6842,3.81e-18,0,0,0,0.007,0.993,Yes,Yes
chr18:49866541-51062273,DCC,CMC DLPFC Sp...,-7.5086,5.98e-14,0,0,0.079,0.323,0.598,No,No
chr18:49866542-51057784,DCC,PsychENCODE,9.16335,5.03e-20,0,0,0,0.112,0.888,Yes,Yes
chr18:52385091-52562747,RAB27B,PsychENCODE,8.096303,5.67e-16,0,0,0,0.056,0.944,Yes,Yes
chr18:52495707-52562747,RAB27B,CMC DLPFC Sp...,8.211,2.19e-16,0,0,0,0.014,0.986,Yes,Yes
chr18:52495707-52562747,RAB27B,CMC DLPFC Sp...,-8.211,2.19e-16,0,0,0,0.014,0.986,Yes,Yes
chr18:52889562-53332018,TCF4,PsychENCODE,-6.122679,9.2e-10,0,0,0,1,0,No,No
chr18:53443958-53448952,RP11-397A16.2,PsychENCODE,-5.153075,2.56e-07,0,0,0,1,0,No,No
chr18:60190240-60254942,ZCCHC2,GTEx Cerebel...,-4.8325,1.35e-06,0.003,0.001,0.068,0.022,0.907,Yes,Yes
chr18:60190240-60254942,ZCCHC2,PsychENCODE,-5.494611,3.92e-08,0,0,0,0.002,0.998,Yes,Yes
chr18:60190240-60254942,ZCCHC2,GTEx Thyroid,-5.7981,6.71e-09,0,0,0.002,0.009,0.988,Yes,Yes
chr18:63532498-63533633,RP11-389J22.1,GTEx Cerebel...,5.008,5.5e-07,0,0.005,0,0.192,0.803,Yes,Yes
chr18:63532498-63533633,RP11-389J22.1,GTEx Cerebel...,5.5256,3.28e-08,0,0.002,0,0.059,0.939,Yes,Yes
chr18:77623668-77660184,KCNG2,GTEx Whole B...,6.7683,1.3e-11,0,0,0,0.254,0.746,No,No
chr19:18451397-18480760,PGPEP1,GTEx Caudate...,5.196,2.04e-07,0.004,0.003,0.005,0.002,0.987,Yes,Yes
chr19:18451397-18480760,PGPEP1,GTEx Nucleus...,5.196,2.04e-07,0.029,0.003,0.035,0.003,0.931,Yes,Yes
chr19:42460833-42463542,RABAC1,GTEx Adrenal...,5.06,4.26e-07,0.007,0.005,0.013,0.009,0.965,Yes,Yes
chr19:42460833-42463542,RABAC1,PsychENCODE,5.386,7.2e-08,0,0.001,0,0.008,0.991,Yes,Yes
chr19:47778142-47778979,PRR24,GTEx Cerebel...,-5.11909,3.07e-07,0.008,0.004,0.016,0.006,0.965,Yes,Yes
chr19:47778142-47778979,PRR24,PsychENCODE,5.221,1.78e-07,0,0.002,0,0.013,0.984,Yes,Yes
chr19:47778142-47778979,PRR24,GTEx Whole B...,5.11909,3.07e-07,0,0.004,0,0.006,0.99,Yes,Yes
chr19:51844320-51847371,CTD-2616J11.16,GTEx Cerebel...,-4.95515,7.23e-07,0,0.003,0.003,0.016,0.978,Yes,Yes
chr19:59073299-59083944,MZF1,GTEx Whole B...,-5.17329,2.3e-07,0.663,0.099,0.022,0.003,0.213,Yes,No
chr20:30758193-30758593,RSL24D1P6,PsychENCODE,7.04264,1.89e-12,0,0,0.761,0.076,0.162,Yes,No
chr20:30774280-30778330,TSPY26P,GTEx Thyroid,-4.83501,1.33e-06,0,0.001,0,0.963,0.036,No,No
chr20:30865453-30922811,KIF3B,CMC DLPFC,5.4024,6.58e-08,0,0,0.001,0.233,0.766,No,No
chr20:30865467-30922814,KIF3B,PsychENCODE,5.436,5.45e-08,0,0,0,0.532,0.468,No,No
chr20:30946155-31027122,ASXL1,YFS Blood,5.9394,2.86e-09,0,0,0,0.093,0.907,Yes,Yes
chr20:31030862-31172876,C20orf112,GTEx Adrenal...,5.883,4.02e-09,0,0,0.088,0.052,0.859,Yes,Yes
chr20:39989223-39995467,EMILIN3,GTEx Amygdal...,-5.1882,2.12e-07,0,0,0.71,0.098,0.193,Yes,No
chr20:40030741-40247133,CHD6,PsychENCODE,-4.96066,7.03e-07,0,0,0.465,0.441,0.094,No,No
chr20:44517264-44517526,NEURL2,GTEx Thyroid,6.00889,1.87e-09,0,0,0.761,0.164,0.074,Yes,No
chr20:44642174-44650712,RP11-465L10.10,GTEx Adrenal...,5.796,6.77e-09,0,0,0.266,0.048,0.686,Yes,No
chr20:44651569-44688784,SLC12A5,GTEx Putamen...,8.4584,2.71e-17,0,0,0.165,0.017,0.818,Yes,Yes
chr20:44746905-44758384,CD40,CMC DLPFC,-4.868,1.13e-06,0,0,0.951,0.02,0.028,Yes,No
chr20:44746905-44758384,CD40,NTR Blood,-8.2142,2.14e-16,0,0,0.005,0.005,0.99,Yes,Yes
chr20:44746911-44758502,CD40,GTEx Adrenal...,-7.622,2.49e-14,0,0,0.08,0.345,0.575,No,No
chr20:44746911-44758502,CD40,GTEx Amygdal...,-7.3291,2.32e-13,0,0,0.265,0.04,0.695,Yes,No
chr20:44746911-44758502,CD40,GTEx ACC ,-5.385773,7.21e-08,0,0,0.364,0.055,0.581,Yes,No
chr20:44746911-44758502,CD40,GTEx Cerebel...,-6.242,4.31e-10,0,0,0.18,0.079,0.74,Yes,No
chr20:44746911-44758502,CD40,GTEx Cerebel...,-6.0546,1.41e-09,0,0,0.395,0.163,0.443,Yes,No
chr20:44746911-44758502,CD40,GTEx Cortex,-8.078,6.58e-16,0,0,0.917,0.038,0.046,Yes,No
chr20:44746911-44758502,CD40,GTEx Frontal...,-7.846,4.3e-15,0,0,0.802,0.156,0.042,Yes,No
chr20:44746911-44758502,CD40,GTEx Hypotha...,-7.846,4.3e-15,0,0,0.883,0.069,0.048,Yes,No
chr20:44746911-44758502,CD40,PsychENCODE,-6.44212,1.18e-10,0,0,0,1,0,No,No
chr20:44746911-44758502,CD40,GTEx Thyroid,-8.046,8.55e-16,0,0,0.201,0.793,0.007,No,No
chr20:44746911-44758502,CD40,YFS Blood,-4.8931,9.93e-07,0,0,0,0.999,0.001,No,No
chr20:45129701-45142198,ZNF334,GTEx Putamen...,5.27325,1.34e-07,0,0,0.693,0.055,0.252,Yes,No
chr20:47538427-47653230,ARFGEF2,GTEx Whole B...,-5.002,5.67e-07,0.001,0,0.821,0.137,0.041,Yes,No
chr20:47662782-47713497,CSE1L,CMC DLPFC,-5.747,9.08e-09,0,0,0,0.235,0.764,No,No
chr20:47662849-47713489,CSE1L,GTEx Adrenal...,-5.862,4.57e-09,0,0,0.098,0.124,0.779,Yes,No
chr20:47662849-47713489,CSE1L,PsychENCODE,-5.29216,1.21e-07,0,0,0,0.197,0.803,Yes,Yes
chr20:47662849-47713489,CSE1L,GTEx Thyroid,-6.006,1.9e-09,0,0,0,0.062,0.938,Yes,Yes
chr20:47662849-47713489,CSE1L,YFS Blood,-6.9217,4.46e-12,0,0,0,0.069,0.931,Yes,Yes
chr20:47729875-47805288,STAU1,CMC DLPFC Sp...,5.804,6.48e-09,0,0,0,0.181,0.819,Yes,Yes
chr20:47729875-47805288,STAU1,CMC DLPFC Sp...,5.444,5.21e-08,0,0,0.052,0.593,0.354,No,No
chr20:47729878-47804904,STAU1,GTEx Adrenal...,-5.666,1.47e-08,0,0,0.071,0.089,0.84,Yes,Yes
chr20:47729878-47804904,STAU1,GTEx Cortex,-4.9289,8.27e-07,0,0,0.707,0.06,0.233,Yes,No
chr20:47729878-47804904,STAU1,PsychENCODE,-5.42212,5.89e-08,0,0,0,0.218,0.782,No,No
chr20:47835831-47860614,DDX27,CMC DLPFC,5.2666,1.39e-07,0,0,0.003,0.079,0.918,Yes,Yes
chr20:47835884-47860614,DDX27,GTEx Cerebel...,-5.091,3.56e-07,0,0,0.267,0.659,0.073,No,No
chr20:47835884-47860614,DDX27,PsychENCODE,5.944,2.78e-09,0,0,0,0.288,0.711,No,No
chr20:47894964-47905797,ZFAS1,GTEx Thyroid,5.025,5.03e-07,0,0,0.006,0.932,0.062,No,No
chr20:47896849-47896952,SNORD12B,NTR Blood,-5.033,4.83e-07,0,0,0,0.935,0.064,No,No
chr20:47896856-47896946,SNORD12B,GTEx Whole B...,-6.3378,2.33e-10,0,0,0.004,0.506,0.49,No,No
chr20:48249482-48330415,B4GALT5,YFS Blood,4.8343,1.34e-06,0,0,0.708,0.213,0.078,No,No
chr20:48519928-48532080,SPATA2,GTEx Thyroid,-5.44179,5.27e-08,0.001,0,0.653,0.313,0.034,No,No
chr20:51588946-52111869,TSHZ2,PsychENCODE,-6.54837,5.82e-11,0,0,0.006,0.962,0.032,No,No
chr20:61974661-62009489,CHRNA4,CMC DLPFC,5.771,7.88e-09,0,0,0.002,0,0.998,Yes,Yes
chr20:62367635-62370456,LIME1,GTEx Cerebel...,4.8463,1.26e-06,0.005,0.031,0.114,0.717,0.134,No,No
chr20:62571186-62587769,UCKL1,YFS Blood,-5.328,9.93e-08,0,0.065,0,0.923,0.011,No,No
chr20:62887094-62926855,PCMTD2,GTEx Thyroid,4.9785,6.41e-07,0,0.066,0,0.926,0.009,No,No
chr21:42513427-42520060,LINC00323,GTEx Hypotha...,-5.082,3.73e-07,0.033,0.074,0.018,0.04,0.835,Yes,Yes
chr21:44866481-44873773,LINC00319,GTEx Caudate...,-4.911,9.06e-07,0.14,0.011,0.136,0.01,0.703,Yes,No
chr21:44949072-45079374,HSF2BP,GTEx Hypotha...,4.833,1.34e-06,0.215,0.013,0.209,0.012,0.551,Yes,No
chr21:46654255-46678645,LINC00334,GTEx Thyroid,-5.85351,4.81e-09,0,0,0.499,0.367,0.134,No,No
chr21:46707966-46717269,LOC642852,CMC DLPFC,-5.555,2.78e-08,0,0,0,0.993,0.007,No,No
chr21:46707967-46711653,BX322557.10,GTEx Amygdal...,-5.555,2.78e-08,0,0,0.845,0.106,0.049,Yes,No
chr21:46707967-46711653,BX322557.10,GTEx ACC ,-5.502,3.75e-08,0,0,0,0.978,0.022,No,No
chr21:46707967-46711653,BX322557.10,GTEx Caudate...,-5.712,1.12e-08,0,0,0,0.981,0.019,No,No
chr21:46707967-46711653,BX322557.10,GTEx Cerebel...,-5.2205,1.78e-07,0,0,0,0.981,0.019,No,No
chr21:46707967-46711653,BX322557.10,GTEx Cortex,-5.7935,6.89e-09,0,0,0,0.984,0.016,No,No
chr21:46707967-46711653,BX322557.10,GTEx Frontal...,-5.615,1.97e-08,0,0,0,0.985,0.015,No,No
chr21:46707967-46711653,BX322557.10,GTEx Hippoca...,-5.555,2.78e-08,0,0,0.211,0.772,0.016,No,No
chr21:46707967-46711653,BX322557.10,GTEx Hypotha...,-5.482,4.22e-08,0,0,0.001,0.985,0.013,No,No
chr21:46707967-46711653,BX322557.10,GTEx Nucleus...,-5.555,2.78e-08,0,0,0,0.993,0.007,No,No
chr21:46707967-46711653,BX322557.10,GTEx Putamen...,-5.168,2.37e-07,0,0,0.131,0.862,0.008,No,No
chr21:46707967-46711653,BX322557.10,PsychENCODE,-5.597,2.18e-08,0,0,0,0.931,0.069,No,No
chr21:46707967-46711653,BX322557.10,GTEx Pituita...,-5.03,4.9e-07,0,0,0.81,0.152,0.038,Yes,No
